Genus	Species	SeedWeight_g
Pimelea	pauciflora	5.79g
Pimelea	physodes	9.9445946g
Pimelea	sericeovillosa	1.2631579g
Pimelea	simplex	0.9828g
Pimelea	spectabilis	8.2076g
Pimelea	spicata	1.7070866g
Pimelea	spinescens	3.6172g
Pimelea	spinescens	2.852g
Pimelea	stricta	3.5944g
Pimelea	subvillifera	0.8492g
Pimelea	trichostachya	1.524g
Pimelea	williamsonii	0.5436g
Pistacia	aethiopica	15.38716g
Pistacia	atlantica	114.23g
Pistacia	chinensis	57.39g
Pistacia	integerrima	74.07g
Pistacia	khinjuk	91.68g
Pistacia	lentiscus	26.5g
Pistacia	mutica	36.616g
Pistacia	palaestina	44.37g
Pistacia	terebinthus	38.0g
Pistacia	vera	802g
Plagianthus	divaricatus	12.3052g
Plagianthus	regius	4.3g
Plagioscyphus	jumellei	1113.4g
Pleiogynium	solandri	21.0g
Pleurophora	pungens	0.4644g
Polanisia	dodecandra	2.594g
Polanisia	dodecandra	3.2724g
Polanisia	graveolens	3.05g
Polanisia	jamesii	1.8732g
Polanisia	trachysperma	2g
Polanisia	uniglandulosa	3.899g
Polanisia	viscosa	1.4g
Polyctenium	fremontii	0.05148g
Pometia	pinnata	668.3g
Poupartia	borbonica	78.1791045g
Poupartia	minor	1280.6g
Poupartia	silvatica	2134.6g
Pringlea	antiscorbutica	3.09552g
Protium	carolense	81g
Protium	crassipetalum	500g
Protium	decandrum	5960.0g
Protium	heptaphyllum	116.61g
Protium	neglectum	113.0g
Protium	obtusifolium	177.5889328g
Protium	panamense	2668g
Protium	serratum	312.5g
Protium	sp.	100g
Protium	tenuifolium	1300g
Protium	tenuifolium	84.0g
Protorhus	longifolia	297.9812g
Pseuderucaria	clavata	0.2576g
Pseudobersama	mossambicensis	78.0g
Pseudobombax	ellipticum	69.4664g
Pseudobombax	grandiflorum	54.21g
Pseudobombax	munguba	13.0g
Pseudobombax	septenatum	72g
Pseudocedrela	kotschyi	138.1g
Pseudocorchorus	greveanus	0.9204g
Pseudosmodingium	multifolium	9.051g
Pseudosmodingium	virletii	13.0652g
Psidium	acutangulum	75g
Psidium	friedrichsthalianum	47.5g
Psidium	guajava	9g
Psidium	guineense	8.73g
Psidium	sp.	5310.0g
Ptelea	angustifolia	38.6g
Ptelea	crenulata	10.43g
Ptelea	trifoliata	34.9g
Ptelea	trifoliata	43.5808g
Ptelea	trifoliata	52.32g
Ptelea	trifoliata	24.3g
Pteleopsis	myrtifolia	31.652g
Pteleopsis	suberosa	25.323g
Pternandra	coerulescens	0.085g
Pternandra	echinata	0.05g
Pterolepis	glomerata	0.04g
Pterospermum	acerifolium	230.79g
Pterospermum	semisagittatum	120.48g
Pterygota	macrocarpa	1466g
Pterygota	mildbraedii	1000g
Punica	granatum	14.88g
Punica	granatum	26.3g
Qualea	cassiquiarensis	44g
Quararibea	asterolepis	249.5g
Quararibea	cordata	3700.0g
Quararibea	funebris	920.0g
Quararibea	pterocalyx	4040g
Quararibea	rhombifolia	2200.0g
Quararibea	wittii	840g
Quassia	cedron	12200.0g
Quassia	undulata	3498.1g
Quisqualis	littorea	29.1950893g
Radyera	farragei	6.807g
Radyera	urens	10.2g
Raphanus	caudatus	18.2g
Raphanus	confusus	160.9756098g
Raphanus	raphanistrum	71.45g
Raphanus	raphanistrum	51.491g
Raphanus	raphanistrum	23.65g
Raphanus	sativus	19g
Rapistrum	perenne	4.8056g
Rapistrum	rugosum	1.0g
Rapistrum	rugosum	2.9g
Reboudia	pinnata	0.4g
Reevesia	thyrsoidea	31.1g
Regelia	ciliata	1.15g
Regelia	cymbifolia	0.6124g
Regelia	inops	1.3g
Regelia	megacephala	7.40144g
Regelia	velutina	3.1569g
Reseda	alba	0.4908g
Reseda	amblycarpa	0.0756g
Reseda	aucheri	0.0929g
Reseda	decursiva	0.1764g
Reseda	erecta	0.3g
Reseda	gredensis	0.1264g
Reseda	lutea	0.8g
Reseda	luteola	0.3g
Reseda	odorata	1.1g
Reseda	phyteuma	0.234g
Reseda	sphenocleoides	0.107g
Reseda	villosa	0.6544g
Rhexia	alifanus	0.396g
Rhexia	lutea	0.04348g
Rhexia	mariana	0.03g
Rhexia	nashii	0.02952g
Rhexia	virginica	0.022g
Rhodamnia	acuminata	1.34g
Rhodamnia	argentea	16.9776g
Rhodamnia	cinerea	30g
Rhodamnia	rubescens	3.7976g
Rhodamnia	spongiosa	3g
Rhodomyrtus	psidioides	5.88316g
Rhodomyrtus	sericea	1.2g
Rhodomyrtus	tomentosa	2.1g
Rhodomyrtus	trineura	1.1772g
Rhodomyrtus	trineura	1.1428g
Rhodosphaera	rhodanthema	448.8708g
Rhopalocarpus	coriaceus	1835.0434783g
Rhopalocarpus	lucidus	1230.7g
Rhopalocarpus	triplinervius	1442.8g
Rhus	aromatica	23.315g
Rhus	brownei	126.58g
Rhus	canadensis	18.0g
Rhus	chinensis	10.054g
Rhus	chinensis	60g
Rhus	chondroloma	33.4484g
Rhus	choriophylla	19.5044g
Rhus	copallina	8.4g
Rhus	copallinum	10.498g
Rhus	coriaria	14.6g
Rhus	cotinus	9.65g
Rhus	diversifolia	33g
Rhus	diversiloba	31.98g
Rhus	glabra	8.61g
Rhus	glabra	8.8g
Rhus	integrifolia	75g
Rhus	juncea	38.6g
Rhus	lancea	38.61g
Rhus	lanceolata	7.8456g
Rhus	laurina	80.5g
Rhus	microphylla	28.9g
Rhus	ovata	88.7g
Rhus	pachyrrhachis	25.9628g
Rhus	potaninii	10.3732g
Rhus	punjabensis	8.8704g
Rhus	radicans	16.4g
Rhus	standleyi	21.0504g
Rhus	succedanea	63.1g
Rhus	tomentosa	10.87g
Rhus	toxicodendron	20.23g
Rhus	trilobata	33.6g
Rhus	trilobata	25.5g
Rhus	typhina	11.2g
Rhus	vernix	21.8g
Rhysotoechia	robertsonii	296g
Ricotia	lunaria	14.1359g
Robinsonella	mirandae	2.0g
Rorippa	amphibia	0.088g
Rorippa	austriaca	0.0568g
Rorippa	curvisiliqua	0.029g
Rorippa	cygnorum	0.37268g
Rorippa	divaricata	0.2288g
Rorippa	eustylis	0.0436g
Rorippa	gigantea	0.5448g
Rorippa	islandica	0.047g
Rorippa	islandica	0.06g
Rorippa	laciniata	0.22132g
Rorippa	micrantha	0.07g
Rorippa	obtusa	0.075g
Rorippa	officinalis	0.6g
Rorippa	palustris	0.0869g
Rorippa	sessiliflora	0.02484g
Rorippa	sylvestris	0.194g
Rorippa	thracica	0.0788g
Rotala	diandra	0.095g
Rotala	elatinoides	0.0121771g
Rotala	fluitans	0.0176g
Rotala	mexicana	0.00384g
Rotala	occultiflora	0.01152g
Rotala	ramosior	0.023g
Rotala	stagnina	0.01g
Rousseauxia	andringitrensis	0.2528g
Rousseauxia	minimifolia	0.206g
Ruizterania	albiflora	660g
Ruta	chalepensis	1.244g
Ruta	chalepensis	1.4g
Ruta	corsica	0.7619718g
Ruta	graveolens	1.98g
Ruta	lamarmorae	0.808g
Ruta	montana	1.11256g
Salvadora	angustifolia	42.195g
Salvadora	oleoides	76.92g
Salvadora	persica	19.0644g
Salvadora	persica	94.0g
Sandoricum	koetjape	1220.0g
Santiria	apiculata	77g
Santiria	tomentosa	830g
Sapindus	delavayi	3114.2g
Sapindus	drummondii	575.25g
Sapindus	marginatus	1471g
Sapindus	mukorossi	800.2g
Sapindus	saponaria	767g
Sapindus	trifoliatus	95.0g
Sarcolaena	oblongifolia	17.8504g
Sarcomelicope	simplicifolia	13g
Sarcopteryx	montana	94g
Sarcotoechia	lanceolata	160g
Sarcotoechia	serrata	300g
Savignya	parviflora	0.6g
Scaphium	macropodum	2210g
Schimpera	arabica	3.3g
Schinopsis	brasiliensis	167.502g
Schinopsis	quebracho-colorado	100.0g
Schinus	latifolius	26.032g
Schinus	lentiscifolius	22.22g
Schinus	molle	30.8g
Schinus	montanus	47.2g
Schinus	patagonicus	33.04852g
Schinus	polygamus	26.8296g
Schinus	terebinthifolia	18.1g
Schizolaena	parviflora	17.256g
Schizopetalon	arcuatum	0.2368g
Schizopetalon	biseriatum	0.1916g
Schizopetalon	dentatum	0.986g
Schizopetalon	maritimum	2.3194g
Schleichera	oleosa	555.36g
Schoenocrambe	linearifolia	0.1712g
Schoenocrambe	linifolia	0.12472g
Scholtzia	capitata	1.21688g
Scholtzia	laxiflora	3.4096g
Scholtzia	obovata	4.7572g
Scholtzia	parviflora	0.92348g
Scholtzia	spatulata	1.31g
Scholtzia	uberiflora	2.5628g
Scholtzia	umbellifera	0.9544g
Schouwia	purpurea	2.329g
Sclerocarya	birrea	2000g
Sclerocarya	birrea	5399.8591549g
Sclerocarya	birrea	2975g
Selenia	grandis	2.8g
Semecarpus	australiensis	5000g
Senra	incana	6.5126g
Seringia	arborescens	1.3296g
Seringia	hillii	4.0072g
Serjania	atrolineata	15.94g
Serjania	decapleuria	48g
Serjania	mexicana	14.8048g
Serjania	racemosa	12.471g
Serjania	rhombea	11g
Serjania	schiedeana	47.4668g
Setchellanthus	caeruleus	6.0196g
Shorea	affinis	530.0g
Shorea	almon	3660.0g
Shorea	amplexicaulis	15670.0g
Shorea	argentifolia	900.0g
Shorea	assamica	259.6g
Shorea	beccariana	6370.0g
Shorea	congestiflora	800.0g
Shorea	faguetiana	690.0g
Shorea	fallax	6100.0g
Shorea	ferruginea	2260.0g
Shorea	gibbosa	1080.0g
Shorea	guiso	240.0g
Shorea	henryana	1300g
Shorea	hopeifolia	196g
Shorea	laevis	620.0g
Shorea	leprosula	570.0g
Shorea	leptoderma	540.0g
Shorea	macrophylla	30330.0g
Shorea	macroptera	695g
Shorea	oblongifolia	227.27g
Shorea	obtusa	340.0g
Shorea	ovalis	1270.0g
Shorea	ovata	540.0g
Shorea	palembanica	6940.0g
Shorea	parviflora	440.0g
Shorea	parvifolia	695g
Shorea	pinanga	31600.0g
Shorea	robusta	879.6g
Shorea	roxburghii	783g
Shorea	selanica	773.0g
Shorea	siamensis	721.4g
Shorea	smithiana	5000.0g
Shorea	talura	167g
Shorea	trapezifolia	1500.0g
Sibara	macrostachya	0.182g
Sibara	virginica	1.0g
Sida	abutifolia	1.4222g
Sida	acuta	2.5g
Sida	aggregata	1.71g
Sida	alba	2.193g
Sida	ammophila	1.71g
Sida	argillacea	3.58192g
Sida	calyxhymenia	4.5228g
Sida	chrysantha	5.3528g
Sida	ciliaris	2.5904g
Sida	cleisocalyx	4.7824g
Sida	cordifolia	4.0g
Sida	cordifolia	2.666g
Sida	corrugata	2.39g
Sida	corymbosa	2.0g
Sida	echinocarpa	5.0896g
Sida	fibulifera	1.095g
Sida	filiformis	6.0092g
Sida	glomerata	0.81g
Sida	goniocarpa	6.026g
Sida	hackettiana	1.2888g
Sida	hookeriana	1.4976g
Sida	intricata	1.5124g
Sida	linifolia	2.48g
Sida	magnifica	3.506g
Sida	neomexicana	2.375g
Sida	ovata	5.9g
Sida	petrophila	1.415g
Sida	platycalyx	1304.4g
Sida	pueblensis	2.1764g
Sida	rhombifolia	2.092g
Sida	rhombifolia	2.336g
Sida	rohlenae	5.5676g
Sida	rohlenae	5.2064g
Sida	spinosa	2.5g
Sida	subspicata	1.1152g
Sida	szechecensis	2.523g
Sida	tenuicarpa	1.0488127g
Sida	trichopoda	4.7219g
Sida	urens	1.3278g
Sida	xanti	3.1676g
Sidalcea	calycosa	1.572g
Sidalcea	campestris	5.0132g
Sidalcea	cusickii	2.58g
Sidalcea	diploscypha	3.046g
Sidalcea	glaucescens	3.027g
Sidalcea	malvaeflora	2.388g
Sidalcea	malvaeflora	2.062g
Sidalcea	malvaeflora	6.631g
Sidalcea	multifida	6.7712g
Sidalcea	neo-mexicana	2.256g
Sidalcea	neomexicana	2.7564g
Sidalcea	oregana	2.117g
Sidastrum	micranthum	1.23g
Sidastrum	paniculatum	1.7548g
Simarouba	acuminata	333.3g
Simarouba	amara	219g
Simarouba	berteroana	813.36g
Simarouba	glauca	944g
Sinapis	alba	1.9511g
Sinapis	alba	4.8348g
Sinapis	alba	5.3g
Sinapis	arvensis	1.9g
Siphanthera	cordifolia	0.01g
Sisymbrium	alliaria	3.4g
Sisymbrium	altissimum	0.2g
Sisymbrium	austriacum	0.1392g
Sisymbrium	austriacum	0.2176g
Sisymbrium	erucastrifolium	0.5684g
Sisymbrium	erysimoides	0.1g
Sisymbrium	gariepinum	0.3g
Sisymbrium	hartwegianum	0.08g
Sisymbrium	intermedium	0.13g
Sisymbrium	irio	0.1g
Sisymbrium	isfarense	0.2996g
Sisymbrium	loeselii	0.16g
Sisymbrium	ochroleucum	0.1g
Sisymbrium	officinale	0.31g
Sisymbrium	orientale	0.243g
Sisymbrium	parviflorum	0.12g
Sisymbrium	runcinatum	0.172g
Sisymbrium	sp.	0.1g
Sisymbrium	strictissimum	0.414g
Sisymbrium	thalianum	0.0309g
Skimmia	japonica	14.0g
Skimmia	multinervia	76.122g
Skimmia	reevesiana	24.0932g
Sonerila	cantonensis	0.0108g
Sonerila	erecta	0.0316g
Sonerila	heterostema	0.0050g
Sonerila	plagiocardia	0.0328g
Sorindeia	madagascariensis	364g
Soymida	febrifuga	101.52g
Sparrmannia	ricinocarpa	2.49476g
Sparrmannia	ricinocarpa	2.0288g
Sparrmannia	ricinocarpa	2.28g
Sphaeralcea	ambigua	1.45g
Sphaeralcea	ambigua	0.92g
Sphaeralcea	ambigua	3.55g
Sphaeralcea	ambigua	1.096g
Sphaeralcea	angustifolia	1.0g
Sphaeralcea	angustifolia	0.584g
Sphaeralcea	coccinea	3.3g
Sphaeralcea	emoryi	2.708g
Sphaeralcea	grossulariifolia	2.1892g
Sphaeralcea	lindheimeri	0.764g
Sphaeralcea	miniata	0.2g
Sphaeralcea	munroana	1.34g
Sphaeralcea	obtusiloba	2.2192g
Sphaeralcea	orcuttii	0.437g
Sphaeralcea	parvifolia	0.7996g
Sphaeralcea	rusbyi	1.238g
Spondias	cytherea	1710.2801858g
Spondias	lutea	158.73g
Spondias	mangifera	10000g
Spondias	mombin	2047g
Spondias	radlkoferi	1.93g
Spondias	sp.	1086g
Spondias	trifoliatus	1177g
Stadmannia	oppositifolia	590.33268g
Stadmannia	oppositifolia	862.9032258g
Stanleya	elata	0.8916g
Stanleya	pinnata	1.336g
Stanleya	tomentosa	0.78952g
Stanleya	viridiflora	1.5116g
Stemonoporus	canaliculatus	6220.0g
Stenopetalum	anfractum	0.362g
Stenopetalum	decipiens	0.4268g
Stenopetalum	lineare	0.3208g
Stenopetalum	lineare	0.1556g
Stenopetalum	nutans	1.16g
Stenopetalum	sphaerocarpum	0.48744g
Stenopetalum	velutinum	0.2972g
Stenosiphon	linifolius	1.7256g
Sterculia	acerifolia	48.02g
Sterculia	africana	63g
Sterculia	alata	662g
Sterculia	apetala	1899g
Sterculia	appendiculata	77g
Sterculia	campanulata	269g
Sterculia	caudata	106.38g
Sterculia	coccinea	200g
Sterculia	discolor	133.33g
Sterculia	diversifolia	92.8g
Sterculia	foetida	705.0g
Sterculia	lanceolata	502g
Sterculia	mhosya	112.724g
Sterculia	pallens	158.73g
Sterculia	quinqueloba	125g
Sterculia	rhinopetala	563g
Sterculia	rugosa	2730.0g
Sterculia	rupestris	72.99g
Sterculia	setigera	447.3g
Sterculia	stenocarpa	126.32g
Sterculia	stipulata	300g
Sterculia	urens	188.68g
Sterculia	villosa	166.69g
Sterigmostemum	incanum	23.7768g
Stocksia	brahuica	142.5g
Streptanthella	longirostris	0.44g
Streptanthus	diversifolius	0.269g
Streptanthus	drepanoides	0.6928g
Streptanthus	gracilis	0.493g
Streptanthus	heterophyllus	0.1g
Streptanthus	hispidus	0.427g
Streptanthus	niger	0.063g
Streptanthus	tortuosus	0.618g
Subularia	aquatica	0.09164g
Swietenia	humilis	516g
Swietenia	macrophylla	566g
Swietenia	mahagoni	74.0g
Swietenia	mahogani	368g
Syncarpia	glomulifera	1.5g
Syncarpia	glomulifera	5.0g
Syncarpia	hillii	1.23g
Syncarpia	verecunda	1.6084g
Synima	cordierorum	221.22g
Synima	macrophylla	280g
Synoum	glandulosum	189.67g
Syrenia	cana	0.1241g
Syzygium	alatoramulum	74.5g
Syzygium	alliiligneum	797.478g
Syzygium	angophoroides	219.81g
Syzygium	apodophyllum	133.93g
Syzygium	argyropedicum	1937.71g
Syzygium	armstrongii	406g
Syzygium	australe	259.335g
Syzygium	bamagense	9058.68g
Syzygium	banksii	141.503g
Syzygium	bernieri	9990.253g
Syzygium	boonjee	3901g
Syzygium	branderhorstii	1523.748g
Syzygium	buettnerianum	550.377g
Syzygium	bungadinnia	14583.233g
Syzygium	canicortex	7.65g
Syzygium	championii	279g
Syzygium	cordatum	2222g
Syzygium	cormiflorum	11307g
Syzygium	corynanthum	149.48g
Syzygium	crebrinerve	418.66g
Syzygium	cumini	836g
Syzygium	dansiei	2106.96g
Syzygium	endophloium	287.577g
Syzygium	erythrocalyx	3443.23g
Syzygium	erythrodoxum	1349.98g
Syzygium	eucalyptoides	1830g
Syzygium	fibrosum	234.97g
Syzygium	forte	2107.0g
Syzygium	francisii	95.7g
Syzygium	grande	1859g
Syzygium	guineense	2222g
Syzygium	gustavioides	45832g
Syzygium	kuranda	5321.3g
Syzygium	luehmannii	20.2g
Syzygium	macilwraithianum	2472.22g
Syzygium	malaccense	3027.8g
Syzygium	minutiflorum	219.81g
Syzygium	moorei	9077.01g
Syzygium	nervosum	120g
Syzygium	oleosum	216.49g
Syzygium	operculatum	400g
Syzygium	paniculatum	136g
Syzygium	papyraceum	1349.98g
Syzygium	pseudofastigiatum	2106.962g
Syzygium	puberulum	9990.2534g
Syzygium	rubrimolle	6131.442g
Syzygium	sayeri	1349.981g
Syzygium	sharonae	9990.253g
Syzygium	sp.	2000g
Syzygium	suborbiculare	14791g
Syzygium	tierneyanum	120.689g
Syzygium	trachyphloium	74.5g
Syzygium	velae	1179.795g
Syzygium	wex	120.68g
Syzygium	wilsonii	89.72g
Syzygium	xerampelinum	551.331g
Talisia	hexaphylla	1075.0g
Tapirira	guianensis	26.0g
